person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Nicușor Ene,nicușorene,nicușorene@zzup.ro,1660910332189,1974-05-09,"Soseaua Toma Nr. 668, Balan, 445872",0780 035 362,d8:90:af:42:6a:b6,36.8.66.142,RO63KWWM5792825191000919,2025-06-18 02:54:42,15293,872,151,1897847,3e2091f7-1bb0-4bd2-a978-b43f6b68e045
Ieremia Dinu,ieremiadinu,ieremiadinu@acasa.ro,2070429033404,1978-04-11,"Intrarea Gheorghiu Nr. 32 Bl. 68  Sc. 78 Ap. 914, Domnesti, 902878",0741 777 446,18:ad:98:84:e0:f0,199.86.39.41,RO92OAZW3269962965380097,2025-06-18 02:54:42,17465,142,732,418583,d3ce9204-1606-45c2-9b41-40769919fe70
Fabiana Cristea,fabianacristea,fabianacristea@acasa.ro,8431218386791,1942-05-18,"Bulevardul Ioniță, Reghin, 817910",0741 792 575,ee:d3:e2:c2:37:0c,157.0.204.174,RO91LLCO1608985582385881,2025-06-18 02:54:42,7691,48,272,877650,869d0d37-b1f4-401b-af31-7982af8aee80
Nicolaie Nistor,nicolaienistor,nicolaienistor@kappa.ro,8320620293687,1925-09-10,"Soseaua Mocanu Nr. 678, Dorohoi, 693398",0758 646 136,98:f3:72:78:34:67,129.247.26.0,RO29OPEH7007829631252546,2025-06-18 02:54:42,24984,512,278,1417671,22bcbf75-e7ac-4a6a-88a8-721e5203f83a
Constantin Albu,constantinalbu,constantinalbu@141.ro,7540404341421,2010-06-22,"Soseaua Ionică Stănescu Nr. 515, Caracal, 692526",0231 469 244,e0:d1:bb:f2:63:0f,145.41.230.245,RO73VBXG7215844897061772,2025-06-18 02:54:42,30692,228,331,256938,221fbf62-5425-4a22-b745-d59cd3b034ec
Andrian Dochioiu,andriandochioiu,andriandochioiu@acasa.ro,7810621131364,1946-10-30,"Bulevardul Mocanu Nr. 716, Bals, 564328",0724 051 027,6e:de:6d:4a:69:bc,208.249.101.57,RO72VVIS2863374042365892,2025-06-18 02:54:42,15315,858,769,1010971,4d29e56b-9fe9-470e-8a9f-00d91f93316c
Didina Dinu,didinadinu,didinadinu@zzup.ro,8361221397867,1947-06-08,"Soseaua Paul Cristea Nr. 216, Toplita, 923760",0252 040 112,5e:91:aa:9f:6f:01,89.185.199.185,RO20JYAM9110600005307948,2025-06-18 02:54:42,1934,64,430,1833309,850ebac3-7855-44bf-9564-eb2d6b99aaa9
Teofil Barbu,teofilbarbu,teofilbarbu@post.ro,7931025141874,1951-04-26,"Aleea Diaconescu, Simeria, 427603",021 208 1201,dc:06:5d:7f:f4:f2,192.56.142.226,RO69YNGI3676922959846200,2025-06-18 02:54:42,1245,628,703,1035882,a53092a2-ea61-4842-96c2-ecaab16acc01
Ștefan Suciu,ștefansuciu,ștefansuciu@gmail.com,1941126217021,1934-06-18,"Bulevardul Dumitrescu Nr. 500 Bl. 49  Sc. 35 Ap. 810, Savinesti, 474268",0265 279 965,a4:06:e6:31:4c:30,198.236.71.162,RO14YVHV4313025259428505,2025-06-18 02:54:42,20608,266,716,1798268,e6877567-758b-42f8-933a-7d243ae1f8b3
Filofteia Mocanu,filofteiamocanu,filofteiamocanu@email.ro,3390817314705,2013-12-02,"Intrarea Petruț Tudor Nr. 79 Bl. 68  Sc. 53 Ap. 841, Tunari, 375699",0788 405 729,78:21:a3:a0:89:f4,51.64.128.201,RO19TUPL2348410984732047,2025-06-18 02:54:42,11353,198,306,387566,3d72256c-be95-480a-bfcd-a929fd9becc9
Ion Diaconescu,iondiaconescu,iondiaconescu@acasa.ro,1930717442144,1934-05-11,"Strada Barbu Aanei Nr. 99 Bl. 80  Sc. 62 Ap. 190, Macin, 753473",0751 532 005,04:ef:5c:92:c1:52,155.246.38.67,RO74AUOA3719292785977912,2025-06-18 02:54:42,5555,314,411,104974,ce13088f-fb9a-4d41-a9cf-a65ee859b9b5
Voicu Pușcașu,voicupușcașu,voicupușcașu@141.ro,4890102052706,1918-03-30,"Drumul Suciu Nr. 79 Bl. 92  Sc. 63 Ap. 150, Ruscova, 725465",0780 489 720,d2:f2:1b:5c:0a:f9,51.48.236.215,RO63NBVM6264930325090115,2025-06-18 02:54:42,11423,940,193,786824,044cb7ab-a536-40ec-86b5-6e001ee2b2a1
Marian Pop,marianpop,marianpop@post.ro,1031207147350,1949-10-12,"Soseaua Pop Nr. 49 Bl. 61  Sc. 81 Ap. 203, Tunari, 563872",0247 284 344,50:00:ee:a0:f4:b4,217.211.102.230,RO68IGEC8264697648307533,2025-06-18 02:54:42,2310,476,432,1407527,39864ac4-bfd8-499b-9b5e-a4cd2d4f0b7f
Iolanda Mocanu,iolandamocanu,iolandamocanu@zzup.ro,8450323089882,2017-04-09,"Soseaua Aanei Nr. 968, Motru, 130183",0744 207 561,7c:66:f6:06:58:c7,52.178.2.11,RO04MLEF7107279107320789,2025-06-18 02:54:42,21086,548,291,202924,7703341d-f25e-472d-abeb-7ba52e4a3d07
Laura Dima,lauradima,lauradima@post.ro,4451201269303,1982-03-03,"Strada Romulus Diaconu, Fieni, 173317",0232 616 981,a2:ed:46:d9:db:42,96.56.199.59,RO41DWCC9033953151226083,2025-06-18 02:54:42,7520,75,254,258605,55dc76c9-d29e-4264-bb44-3b6bfbb1ecdb
Fabia Mazilescu,fabiamazilescu,fabiamazilescu@gmail.com,1820201385571,1987-02-12,"Bulevardul Măriuca Cristea, Nadlac, 811275",0728 036 277,c8:d5:b6:5c:7e:d4,52.157.103.163,RO04LCDY3584411693941337,2025-06-18 02:54:42,30901,293,354,1251700,6a273673-d67f-4bd3-b5e3-6421b4d73810
Adelin Stancu,adelinstancu,adelinstancu@post.ro,2551211046732,1940-09-15,"Aleea Pop, Pecica, 447124",0738 461 935,ca:89:ea:76:6d:e9,50.141.40.182,RO79FLOL3304559550792668,2025-06-18 02:54:42,35147,82,697,1200526,2457e01f-d424-4f8d-b068-736a12ee27a5
Nicolae Stancu,nicolaestancu,nicolaestancu@email.ro,3580322232240,2021-11-01,"Aleea Stan, Alba Iulia, 458775",0733 974 080,fc:4a:7f:2b:85:fa,179.223.69.198,RO13BGIQ0605027468175349,2025-06-18 02:54:42,21185,788,798,1880689,68d29215-6197-4b36-8d42-eecb35b147f4
Jan Manole,janmanole,janmanole@gmail.com,6180716174070,1934-10-13,"Bulevardul Manole, Curtici, 603225",0754 007 049,2c:d2:e0:2f:48:2f,161.234.39.200,RO46AROB2383269805871403,2025-06-18 02:54:42,34672,334,582,1178339,cf4183ad-b138-4533-92ad-dd693c471803
Francisc Manole,franciscmanole,franciscmanole@kappa.ro,3480231288080,1952-11-08,"Drumul Voinea Nr. 165, Brasov, 304961",0737 284 255,5e:04:b8:62:8e:f2,34.1.26.67,RO42FUEQ3493935573531976,2025-06-18 02:54:42,10838,748,633,1870547,d4d81b5f-b1d8-4987-9f36-7e9d1a3fa500
Adonis Suciu,adonissuciu,adonissuciu@email.ro,4831115315998,1972-03-10,"Bulevardul Nistor, Oradea, 654997",0748 093 837,76:93:b4:4b:9c:83,17.38.154.244,RO43ABBI7158070029546595,2025-06-18 02:54:42,20136,62,515,295920,4f5c42a9-6ae0-4a35-b371-5e963127442c
Daciana Cristea,dacianacristea,dacianacristea@kappa.ro,6110919405938,1958-10-07,"Intrarea Mazilescu Nr. 27, Ploiesti, 768257",0734 857 079,16:f5:3e:bd:44:d8,88.30.107.162,RO12CTYX3613503548399939,2025-06-18 02:54:42,16199,856,767,967505,8741e7c9-915d-41bb-9c97-bc4b2acf8323
Anatolie Aanei,anatolieaanei,anatolieaanei@acasa.ro,6600717323142,2009-12-20,"Soseaua Augustina Ioniță Nr. 72 Bl. 50  Sc. 92 Ap. 417, Viseu de Sus, 894383",0232 234 585,bc:89:73:35:e6:45,133.154.57.249,RO74CLZA8864038099750552,2025-06-18 02:54:42,17972,755,3,1360935,f0dc3ded-eec9-4a58-b3b6-1af7a6e7ec81
Valter Pușcașu,valterpușcașu,valterpușcașu@141.ro,6440401121972,1928-08-15,"Intrarea Georgescu Nr. 53 Bl. 73  Sc. 44 Ap. 457, Jilava, 297954",0249 625 681,2c:fb:2d:34:25:42,94.56.225.64,RO79PRBT5023521814443223,2025-06-18 02:54:42,21613,105,560,752329,68e60ac6-d332-42cf-98d2-56ac0f770050
Jan Manole,janmanole,janmanole@post.ro,8651016021927,1996-08-20,"Soseaua Stănescu Nr. 61 Bl. 49  Sc. 25 Ap. 994, Bals, 643735",0741 041 641,c8:f5:f9:24:0a:54,188.77.228.123,RO12WPCN4511517069036574,2025-06-18 02:54:42,13825,892,502,1219396,cd3f0c9f-0bc0-4f08-944a-1300c1046532
Nelu Suciu,nelusuciu,nelusuciu@141.ro,8670830272093,1984-04-05,"Strada Ana Popa Nr. 962 Bl. 48  Sc. 95 Ap. 194, Fetesti, 313994",0259 962 739,52:61:7d:e6:84:46,71.159.78.150,RO31NTAH5701502469616243,2025-06-18 02:54:42,13632,850,186,1816800,6d47eba6-451b-46f0-8159-57bfaca5ad07
Natașa Ioniță,natașaioniță,natașaioniță@kappa.ro,5160217073038,1978-06-18,"Soseaua Marin Nr. 58, Sabaoani, 131411",0740 451 772,ce:45:d1:8c:a8:be,9.223.217.254,RO09VGAY2553972789577909,2025-06-18 02:54:42,2122,15,488,811459,c5fc7128-97bc-467a-9996-ab55106f6c56
Aureliana Nistor,aureliananistor,aureliananistor@141.ro,4651206280471,1995-10-23,"Strada Popescu Nr. 910, Cugir, 411290",0739 284 053,2c:29:7c:70:f9:e4,219.9.104.68,RO37JMAC6250953519003532,2025-06-18 02:54:42,11750,766,391,1492298,88ce0193-eb02-4279-98a3-c6c5cc96963a
Maxim Tomescu,maximtomescu,maximtomescu@zzup.ro,6420230170408,2017-09-13,"Soseaua Florea Nr. 272 Bl. 97  Sc. 35 Ap. 950, Drobeta-Turnu Severin, 703995",0256 957 957,e0:59:c1:d3:3a:52,75.206.62.105,RO93YLZB4339643247376945,2025-06-18 02:54:42,32981,859,562,54122,533e0f39-6db5-42cb-a27b-e31d3b7567fb
Casian Preda,casianpreda,casianpreda@zzup.ro,5440704522891,2009-11-03,"Soseaua Adi Dumitrescu Nr. 382, Siret, 488152",0737 779 285,08:49:20:bc:37:c0,56.178.141.223,RO30MKOI6532477209689140,2025-06-18 02:54:42,19724,313,376,565734,8e638370-ffef-412e-92c4-a59eec2acf15
Florian Dobre,floriandobre,floriandobre@email.ro,3900131111739,1983-03-05,"Strada Preda Nr. 541, Fieni, 492024",0259 324 988,8c:3a:c2:18:4d:d9,139.12.240.96,RO16APTH6774144824435948,2025-06-18 02:54:42,34733,191,155,939170,2552b75e-9c04-423f-b3a3-0e6736fdda1f
Zamfira Pușcașu,zamfirapușcașu,zamfirapușcașu@zzup.ro,6590410345762,1913-05-15,"Aleea Florea, Uricani, 413478",0250 115 001,ea:d1:38:60:9f:f7,209.120.122.163,RO56AMXB0631460283454894,2025-06-18 02:54:42,20466,714,346,1539392,63a68134-d199-4a42-b9e5-522152003546
Cezara Toma,cezaratoma,cezaratoma@zzup.ro,5681007423394,2008-04-05,"Intrarea Dima, Calarasi, 964832",0751 601 139,ba:c2:4a:15:e1:50,2.148.200.95,RO04ACOZ8932876525416972,2025-06-18 02:54:42,3094,439,571,25266,96b71e4e-cddf-4cf2-9731-3b6a0ff1ca5f
Felix Dochioiu,felixdochioiu,felixdochioiu@kappa.ro,4260411358269,1959-03-08,"Strada Ardelean Nr. 31, Turnu Magurele, 905905",0737 225 228,3a:29:b5:55:d1:6b,154.37.177.193,RO49GZLI9237134341346210,2025-06-18 02:54:42,23311,339,7,1878307,4df2df6b-0f12-4a16-82b0-ddf9c4a0be07
Ionuț Ionescu,ionuționescu,ionuționescu@email.ro,2861231325287,1984-07-17,"Aleea Oprea Nr. 535 Bl. 87  Sc. 96 Ap. 128, Babeni, 951901",0772 632 223,76:98:f5:99:c6:79,128.158.182.98,RO25HRIZ6487702559836531,2025-06-18 02:54:42,15300,869,147,1465743,428f3b2f-93a7-428c-910d-212db1740eb5
Hortensia Pușcașu,hortensiapușcașu,hortensiapușcașu@zzup.ro,1981010522985,1970-04-24,"Soseaua Diaconescu Nr. 54 Bl. 72  Sc. 21 Ap. 579, Carei, 963859",0261 818 346,a2:e7:12:ba:7a:c0,46.80.82.93,RO05TRNP9369062174687864,2025-06-18 02:54:42,30745,842,407,1874542,1b99c712-c9b5-45b6-8590-8db9b21b5250
Denisa Cristea,denisacristea,denisacristea@acasa.ro,3330217090015,1942-11-25,"Drumul Sanda Dochioiu Nr. 88, Siria, 761145",0739 532 730,78:73:6e:c7:db:d4,28.81.78.39,RO68XOOC1951534486833398,2025-06-18 02:54:42,29344,932,583,1989084,a5f27088-4233-404f-8208-7ca208058a05
Hortensia Stancu,hortensiastancu,hortensiastancu@zzup.ro,7670703438381,1964-11-10,"Intrarea Voinea Nr. 644, Rosu, 912693",0762 580 844,ca:8d:cd:c9:6b:cf,106.234.253.157,RO93CCPG3047125299459734,2025-06-18 02:54:42,6521,144,586,142628,4520999e-6f01-4cdb-90d5-b3b5d5d1d894
Mitică Stan,miticăstan,miticăstan@gmail.com,3940130249932,2018-08-24,"Intrarea Georgescu Nr. 460, Gherla, 509672",0236 299 318,20:4c:1a:d0:d2:b2,119.246.98.235,RO98ZYXS6954526994585024,2025-06-18 02:54:42,30275,822,547,1520857,6693cf3d-3069-453d-86af-a72fa2a48f0a
Constantin Niță,constantinniță,constantinniță@acasa.ro,6550919516673,2018-01-03,"Drumul Dobre Nr. 90, Sinaia, 361113",0252 890 605,d8:af:17:16:81:0f,28.83.9.154,RO47LLPX6219054795921294,2025-06-18 02:54:42,29714,981,5,1412451,3d433eb7-0ba1-4899-aca7-9f11b87980a5
Milena Mocanu,milenamocanu,milenamocanu@email.ro,1570111219700,1959-01-31,"Bulevardul Stănescu, Reghin, 898482",0753 829 035,88:18:a7:f4:46:6a,105.216.82.76,RO84BQTX9416098717249339,2025-06-18 02:54:42,5995,566,388,1993574,7e130952-4818-45ad-8b8d-3475e7ac752a
Octavia Ene,octaviaene,octaviaene@gmail.com,4820123442586,1988-08-26,"Aleea Vasile Tabacu Nr. 644, Tarnaveni, 999645",0725 165 519,ec:b1:37:b7:5d:a1,166.224.200.134,RO27SULY2137753187971978,2025-06-18 02:54:42,8937,914,782,1507713,5d707461-6841-4d25-b3ad-504de8806e46
Jasmina Pușcașu,jasminapușcașu,jasminapușcașu@141.ro,2700531051311,1950-02-21,"Bulevardul Popescu Nr. 867 Bl. 66  Sc. 11 Ap. 509, Fetesti, 182747",0724 842 561,ba:bc:24:e3:33:dd,19.78.125.189,RO41JZWO5405842723681398,2025-06-18 02:54:42,20056,219,213,321641,38e46de5-3452-4341-b611-20aa31a4fdf4
Emanuil Suciu,emanuilsuciu,emanuilsuciu@141.ro,1530229125587,1920-07-21,"Strada Sofia Pop Nr. 529, Baile Borsa, 906038",0729 838 678,5e:93:65:f9:ac:b5,91.174.234.177,RO92XXOB2000567072803020,2025-06-18 02:54:42,5759,699,188,645383,6ff1437c-7c46-457d-95c2-27e31980b3dd
Mădălina Gheorghiu,mădălinagheorghiu,mădălinagheorghiu@post.ro,4381229252814,1999-04-03,"Strada Mircea Voinea Nr. 391 Bl. 77  Sc. 32 Ap. 465, Bolintin-Vale, 206351",0264 109 188,98:55:ec:23:ee:ce,80.148.230.45,RO33SUXE2042220981475381,2025-06-18 02:54:42,27928,415,321,1209796,e880ce6f-9d60-47ce-a1c7-c0fda41ed323
Crin Georgescu,cringeorgescu,cringeorgescu@141.ro,3970927178871,2021-12-05,"Strada Ionescu Nr. 98 Bl. 21  Sc. 40 Ap. 399, Sancraiu de Mures, 523206",0728 039 436,72:7d:fc:ec:da:35,5.97.221.33,RO51JKSP8090152968262077,2025-06-18 02:54:42,34836,281,447,1347388,7d7e644d-de1b-4596-b171-21d0d3e5d33d
Mihai Aanei,mihaiaanei,mihaiaanei@gmail.com,2290523207861,1989-08-06,"Bulevardul Georgescu Nr. 20, Giurgiu, 154281",0259 410 892,c6:d6:19:21:14:49,171.159.66.146,RO33LHWF4376545913669845,2025-06-18 02:54:42,7007,427,198,587613,eaa3ce81-a7ee-4773-9c99-c3352dae2d6e
Profira Marin,profiramarin,profiramarin@kappa.ro,1731018102585,1912-04-19,"Intrarea Niță Nr. 55, Babeni, 588225",0749 540 714,82:d1:35:47:08:92,94.84.163.120,RO26XDHO2108161712238277,2025-06-18 02:54:42,18929,318,630,1845728,efe74a9a-22dc-4a14-a70d-ed63a162c246
Eva Tomescu,evatomescu,evatomescu@email.ro,5471022152856,1972-06-29,"Soseaua Oprea Nr. 119, Fagaras, 718284",0235 460 782,c2:02:f7:7e:47:3e,40.5.9.209,RO11MTPA4160141106024697,2025-06-18 02:54:42,21599,714,24,961762,77df92de-256c-43c8-989e-2bcfd9cc63bc
Șerban Albu,șerbanalbu,șerbanalbu@zzup.ro,4090425403207,1970-10-25,"Bulevardul Dumitrescu, Poiana Mare, 674728",0785 378 232,aa:60:39:e2:4d:ee,101.88.118.175,RO95UMDM7072452158311375,2025-06-18 02:54:42,32535,771,492,1451725,5f2908c4-23b7-4b72-aa60-00426e1425f1
Steliana Suciu,stelianasuciu,stelianasuciu@141.ro,5950811520491,2016-11-15,"Soseaua Pușcașu Nr. 293 Bl. 24  Sc. 80 Ap. 943, Dabuleni, 412839",0245 121 319,5c:47:89:69:e2:c2,176.33.155.181,RO96IXHK6646268871640870,2025-06-18 02:54:42,4500,214,191,1005803,1e695199-b5f7-4ea4-a84d-14e76a91ca01
Ilie Nistor,ilienistor,ilienistor@kappa.ro,8230202070372,1998-03-17,"Aleea Manole Nr. 84, Matca, 138694",0769 003 785,f2:25:88:fd:86:44,33.128.39.78,RO83ZSXV2718137489240558,2025-06-18 02:54:42,22914,155,759,1652135,20cac050-5077-47a7-bf24-78f67bfb2b3b
Romulus Mocanu,romulusmocanu,romulusmocanu@email.ro,1880405280389,1946-10-16,"Strada Ababei Nr. 65, Targu Frumos, 461108",0742 357 273,9e:64:5b:5f:ad:65,190.174.85.49,RO50AGEN8543346061100533,2025-06-18 02:54:42,35609,94,36,739498,333c4286-3930-4b01-8efc-bf113358f808
Relu Manole,relumanole,relumanole@zzup.ro,2320102456671,2006-11-28,"Aleea Gheorghiu Nr. 56 Bl. 70  Sc. 55 Ap. 839, Poiana Mare, 356874",0735 644 780,d6:55:33:a5:86:8d,8.196.25.156,RO88AAAB9822551991791930,2025-06-18 02:54:42,26638,367,416,1845841,543996c4-053e-42be-8ea1-6b950149dc7f
Ștefania Albu,ștefaniaalbu,ștefaniaalbu@141.ro,7920907399944,1932-05-27,"Strada Dana Ionescu Nr. 42, Lumina, 228079",0784 672 931,6a:b2:75:b5:ef:f0,19.8.202.13,RO40ZYIT1978456329579444,2025-06-18 02:54:42,11620,654,387,515028,c0c4365a-32bc-4db5-a403-a413900f7b13
Octaviana Albu,octavianaalbu,octavianaalbu@post.ro,8700113433141,1926-10-04,"Bulevardul Cristea Nr. 20, Bragadiru, 389589",0763 662 415,02:43:23:80:d6:94,195.189.81.60,RO75DGMA3802814739697433,2025-06-18 02:54:42,32299,701,139,1179490,b3445f27-85ca-4c10-9a89-36f762c7be0b
Marin Ababei,marinababei,marinababei@kappa.ro,1311028092037,1971-11-24,"Bulevardul Teona Ioniță Nr. 94, Sibiu, 667157",0726 532 301,26:82:fe:3f:ca:f6,148.22.247.133,RO76IMDA7824389318936269,2025-06-18 02:54:42,4050,545,654,1730865,a95fe9ba-4da1-467c-b3a6-11f11e257e49
Zamfir Stancu,zamfirstancu,zamfirstancu@acasa.ro,7410501167481,1962-11-10,"Strada Pop Nr. 270, Adjud, 323208",0721 745 839,12:d8:69:f3:61:75,176.235.174.113,RO13IFXS0777457068587198,2025-06-18 02:54:42,32085,554,598,14714,e2eec6ce-22c1-4acf-883e-7099d48e76dc
Cedrin Nistor,cedrinnistor,cedrinnistor@zzup.ro,5760610103836,1962-01-06,"Bulevardul Pușcașu, Avrig, 568146",0780 871 917,78:3a:51:28:e9:4d,188.101.249.139,RO62WSHQ5233337490642892,2025-06-18 02:54:42,15933,496,155,263940,fb7de00e-9e2e-4225-a81e-21db4165d948
Didina Stănescu,didinastănescu,didinastănescu@acasa.ro,6250417371502,1927-05-31,"Aleea Cristea, Calarasi, 654578",0765 536 058,a4:31:b2:96:c2:ea,95.76.10.103,RO46TGKQ3636756063482668,2025-06-18 02:54:42,1281,64,35,598906,b76532fa-7523-4380-a862-9e968967521c
Gherghina Dinu,gherghinadinu,gherghinadinu@kappa.ro,3460112112107,1997-03-14,"Drumul Dumitrescu Nr. 76 Bl. 84  Sc. 64 Ap. 557, Tulcea, 327232",0740 084 628,68:e4:da:23:67:55,80.188.32.32,RO30CNNV0251779701170651,2025-06-18 02:54:42,32830,917,184,1962494,5d204dc1-01a0-40e5-a6c1-c9c056f41a56
Grațian Pop,grațianpop,grațianpop@gmail.com,1150316023782,1977-06-30,"Bulevardul Ababei, Ineu, 608444",0246 461 851,ce:dc:68:18:3b:d2,220.179.174.14,RO65LDLA4892025155130490,2025-06-18 02:54:42,3025,148,200,815410,ff58f6c2-fedb-449c-b8db-bef3a877ac2d
Voichița Nistor,voichițanistor,voichițanistor@gmail.com,5331222408502,1992-10-19,"Soseaua Florea Nr. 859, Tunari, 201692",0243 743 491,6e:21:04:75:f9:4a,142.64.37.66,RO91IRMQ8665105392775095,2025-06-18 02:54:42,4975,114,116,249808,53f2794e-9ad8-4b56-93de-ffbedadf1561
Tudor Tomescu,tudortomescu,tudortomescu@post.ro,3950526113242,1980-08-26,"Drumul Aanei, Fetesti, 543337",0256 800 719,a0:90:18:21:c0:b2,125.85.146.31,RO11ZDGG7435039009989335,2025-06-18 02:54:42,7388,936,102,1104233,f5e18ef1-ef63-4cae-8d06-820b6ccf94ee
Dochia Voinea,dochiavoinea,dochiavoinea@zzup.ro,5140431463464,2000-08-25,"Aleea Ioan Mocanu Nr. 37 Bl. 91  Sc. 37 Ap. 342, Drobeta-Turnu Severin, 846630",0729 123 402,6e:2f:80:59:ff:54,181.61.42.235,RO71PQLR0869145816432632,2025-06-18 02:54:42,5172,322,461,756937,d2c6dba8-257e-4421-a475-58a093bea657
Bartolomeu Gheorghiu,bartolomeugheorghiu,bartolomeugheorghiu@zzup.ro,5950423376293,1952-09-29,"Intrarea Rafila Preda Nr. 10, Oituz, 453925",0254 285 143,4c:73:2f:cc:a0:74,21.120.95.76,RO77PAFH7774751973768585,2025-06-18 02:54:42,6633,748,613,776777,5fdb511a-1166-4c2e-85f4-0bb23bf0a2b6
Sorina Dinu,sorinadinu,sorinadinu@acasa.ro,1630921109459,1926-10-03,"Soseaua Mazilescu Nr. 712, Buftea, 873204",0727 476 611,e6:4d:84:e9:ba:7b,93.218.230.85,RO47HOXJ0543358523191108,2025-06-18 02:54:42,5877,230,725,1597240,781a8d0d-2618-415c-bcd7-b61a27b641cb
Roza Niță,rozaniță,rozaniță@gmail.com,7610510354115,1940-06-25,"Strada Diaconescu Nr. 42, Tufesti, 564230",0251 494 907,ac:a9:bd:1f:a0:08,180.96.207.20,RO63NXWB0839248034124453,2025-06-18 02:54:42,6428,816,653,443389,8bb5ffd8-abf7-4c53-a536-0b67676ed816
Teodosia Tudor,teodosiatudor,teodosiatudor@141.ro,1290906314065,2020-04-12,"Drumul Tomescu Nr. 88, Comanesti, 139147",0238 484 358,d2:2c:ac:7b:c0:e1,67.12.42.220,RO19PXLM4109009584735439,2025-06-18 02:54:42,27549,231,129,727616,eeeb1455-8a0a-495e-ad76-fa6c18f6c936
Ernest Barbu,ernestbarbu,ernestbarbu@141.ro,5441211177977,1975-12-12,"Soseaua Tudorița Ionescu Nr. 569, Constanta, 493523",0244 594 512,fc:20:b4:4d:87:cc,75.147.128.240,RO39QKGY4978492885553051,2025-06-18 02:54:42,21014,480,56,1692219,0a41ae10-96ae-4b82-81d4-00a15af739d0
Paraschiva Eftimie,paraschivaeftimie,paraschivaeftimie@post.ro,5650501142197,1997-10-10,"Aleea Florin Popescu Nr. 783 Bl. 23  Sc. 88 Ap. 211, Constanta, 810770",0769 420 918,66:d0:55:4c:84:c7,106.43.161.254,RO51XOJP9749093809309745,2025-06-18 02:54:42,34795,35,350,1478047,5539ee29-574d-4b51-aa71-c8d15c89faad
Sandu Niță,sanduniță,sanduniță@email.ro,8530307461232,1972-11-29,"Soseaua Mocanu, Baia Sprie, 249613",0266 157 350,fa:8d:ca:d7:e6:90,184.34.77.78,RO89GJUK3818524603726620,2025-06-18 02:54:42,16688,621,65,1979652,32fa4d0d-2621-4eb4-8349-0642e822eced
Achim Ardelean,achimardelean,achimardelean@gmail.com,3060611260075,2005-12-24,"Drumul Anișoara Dobre Nr. 77 Bl. 51  Sc. 58 Ap. 916, Macin, 456181",0252 667 421,0e:15:09:25:7d:b6,208.30.232.80,RO77MBPC3657107333478272,2025-06-18 02:54:42,10328,375,266,794912,33e4f41b-0767-4ccd-a05a-d1d4f6863b9a
Clara Cristea,claracristea,claracristea@email.ro,7160203516451,1924-11-18,"Soseaua Popescu Nr. 945 Bl. 38  Sc. 40 Ap. 342, Eforie Nord, 159759",0238 561 520,7a:6c:7a:d9:f6:3d,55.169.196.48,RO73GXEG0690619288204801,2025-06-18 02:54:42,1051,495,516,480790,a22366ce-7b81-42de-ab9b-ab7a2b866063
Niculina Stan,niculinastan,niculinastan@kappa.ro,8390131210672,1947-04-08,"Soseaua Ilinca Ababei, Targu Lapus, 697471",0722 654 582,e0:52:7d:d9:da:18,165.236.217.244,RO55BRXU4783577460220497,2025-06-18 02:54:42,24667,773,435,1468707,ef4732ea-74cb-41ef-857f-66290858544e
Vladimir Popa,vladimirpopa,vladimirpopa@zzup.ro,2030511362655,1990-08-18,"Drumul Voinea Nr. 445, Rasinari, 669959",0255 487 156,0e:06:3a:50:c5:61,65.182.8.207,RO36DALA1652451990055224,2025-06-18 02:54:42,22730,89,478,1770109,89af22b4-a1c6-471d-a4b5-8069e65effe3
Mariana Nistor,mariananistor,mariananistor@kappa.ro,7470127448124,1979-02-24,"Bulevardul Jeana Albu, Targu Neamt, 157270",0239 059 500,e4:b5:29:8d:b0:53,188.65.3.156,RO44PUCQ6588780845613082,2025-06-18 02:54:42,22449,862,123,1247050,08b1e7a0-659c-40ec-b50e-aadfafa2cd54
Amalia Stancu,amaliastancu,amaliastancu@email.ro,1911110145684,2001-06-08,"Intrarea Pop Nr. 966, Oituz, 721059",0762 009 921,44:e7:07:bc:a7:58,74.82.61.81,RO43VBUH0144266528746285,2025-06-18 02:54:42,35445,300,209,313587,9a81d02f-54b3-4afe-9f27-16168f97d016
Lucian Dochioiu,luciandochioiu,luciandochioiu@kappa.ro,2920726450320,1958-04-18,"Drumul Dragoș Marin Nr. 235, Rucar, 746855",0742 906 062,ae:b0:1e:5a:3d:fc,44.114.40.245,RO36ZSAG8737807488566116,2025-06-18 02:54:42,499,335,353,89772,2599e935-07c4-4cdb-a036-a56f71c023cc
Sofia Dochioiu,sofiadochioiu,sofiadochioiu@post.ro,4950414237491,2023-12-02,"Bulevardul Voinea Nr. 66, Gaesti, 692053",0753 543 339,40:d0:45:a3:f9:d9,148.142.103.202,RO53UQEY9337793457805485,2025-06-18 02:54:42,25488,561,472,1720948,fbb32795-849c-45bd-bf48-9eedcc214dc3
Teodor Albu,teodoralbu,teodoralbu@gmail.com,7480714126751,2005-07-19,"Drumul Stoica Nr. 171, Ovidiu, 335094",0250 296 025,6c:a4:1a:38:fe:bb,108.205.62.169,RO80JTXM0143397302323000,2025-06-18 02:54:42,31239,146,161,188236,a43ef796-db14-4d89-9574-fb6b58febd5d
